pl_name,discoverymethod,pl_controv_flag,pl_orbsmax,pl_msinie,pl_dens,pl_orbeccen,st_teff,st_rad,st_mass,st_met,st_lum,st_logg,st_age,st_dens
Kepler-1407 b,Transit,0,0.149400,,,0.000000,6086.00,1.12,1.10,0.060,,4.38,,0.7190
Kepler-1408 b,Transit,0,0.041700,,,0.000000,6295.00,1.24,1.07,-0.140,,4.28,,0.2768
Kepler-1408 b,Transit,0,0.041700,,,0.000000,6295.00,1.24,1.07,-0.140,,4.28,,0.2768
Kepler-1408 b,Transit,0,,,,,6037.31,1.78,1.12,-0.104,0.579,3.99,,0.2800
Kepler-1408 b,Transit,0,0.042500,,,0.000000,5888.00,1.65,1.14,0.140,,4.06,,0.2399
Kepler-1408 b,Transit,0,,,,,6018.00,1.74,,,,,,
Kepler-1408 b,Transit,0,0.042000,,,0.000000,6052.00,1.25,1.13,,,4.29,,
Kepler-1408 b,Transit,0,,,,,6037.31,1.78,1.12,-0.104,0.579,3.99,,0.2800
Kepler-1408 b,Transit,0,0.041700,,,0.000000,6295.00,1.24,1.07,-0.140,,4.28,,0.2768
Kepler-1408 b,Transit,0,,,,,6170.00,1.35,1.21,0.000,,4.25,2.570,
Kepler-1409 b,Transit,0,0.015200,,,0.000000,5231.00,0.86,0.81,0.000,,4.48,,3.4360
Kepler-1409 b,Transit,0,0.015200,,,0.000000,5231.00,0.86,0.81,0.000,,4.48,,4.0237
Kepler-1409 b,Transit,0,0.015200,,,0.000000,5231.00,0.86,0.81,0.000,,4.48,,3.4360
Kepler-1409 b,Transit,0,0.015200,,,0.000000,5231.00,0.86,0.81,0.000,,4.48,,3.4360
Kepler-1409 b,Transit,0,,,,,5026.67,0.81,0.84,0.182,-0.422,4.54,,2.2183
Kepler-1409 b,Transit,0,,,,,5026.67,0.81,0.84,0.182,-0.422,4.54,,2.2183
Kepler-1409 b,Transit,0,,,,,5160.00,0.79,0.83,-0.030,,4.57,4.790,
Kepler-1409 b,Transit,0,,,,,5113.00,0.76,,,,,,
Kepler-1409 b,Transit,0,0.015000,,,0.000000,5187.00,0.79,0.77,,,4.53,13.800,
Kepler-141 b,Transit,0,,,,,5019.00,0.78,,,,,,
Kepler-141 b,Transit,0,0.040900,,,0.000000,4173.00,18.94,0.94,0.060,,1.86,,1.8425
Kepler-141 b,Transit,0,,,,,4847.20,0.85,0.79,0.264,-0.446,4.48,,1.8199
Kepler-141 b,Transit,0,,,,,4996.00,0.79,0.84,0.160,,4.57,4.470,
Kepler-141 b,Transit,0,0.039000,,,,4910.00,0.79,,,,4.57,,
Kepler-141 b,Transit,0,0.040900,,,0.000000,4173.00,18.94,0.94,0.060,,1.86,,1.8425
Kepler-141 b,Transit,0,0.040900,,,0.000000,4173.00,18.94,0.94,0.060,,1.86,,1.8425
Kepler-141 b,Transit,0,,,,,4847.20,0.85,0.79,0.264,-0.446,4.48,,1.8199
Kepler-141 b,Transit,0,0.039100,,,0.000000,4908.00,0.78,0.82,0.220,,4.57,,0.7767
Kepler-141 b,Transit,0,0.042000,,,0.000000,4104.00,19.20,1.00,,,1.87,12.390,
Kepler-141 c,Transit,0,,,,,4847.20,0.85,0.79,0.264,-0.446,4.48,,1.8199
Kepler-141 c,Transit,0,0.072000,,,0.000000,4104.00,19.20,1.00,,,1.87,12.390,
Kepler-141 c,Transit,0,,,,,4996.00,0.79,0.84,0.160,,4.57,4.470,
Kepler-141 c,Transit,0,,,,,4847.20,0.85,0.79,0.264,-0.446,4.48,,1.8199
Kepler-141 c,Transit,0,0.070300,,,0.000000,4173.00,18.94,0.94,0.060,,1.86,,0.6630
Kepler-141 c,Transit,0,,,,,4847.20,0.85,0.79,0.264,-0.446,4.48,,1.8199
Kepler-141 c,Transit,0,0.067000,,,,4910.00,0.79,,,,4.57,,
Kepler-141 c,Transit,0,,,,,5019.00,0.78,,,,,,
Kepler-141 c,Transit,0,0.067200,,,0.000000,4908.00,0.78,0.82,0.220,,4.57,,0.8833
Kepler-141 c,Transit,0,0.070300,,,0.000000,4173.00,18.94,0.94,0.060,,1.86,,0.6630
Kepler-141 c,Transit,0,0.070300,,,0.000000,4173.00,18.94,0.94,0.060,,1.86,,0.6630
Kepler-1410 b,Transit,0,0.246500,,,0.000000,3808.00,0.52,0.54,-0.020,,4.73,,6.4890
Kepler-1410 b,Transit,0,0.254300,,,,3950.00,0.57,0.59,0.040,-1.158,4.70,1.300,3.2500
Kepler-1410 b,Transit,0,0.247000,,,0.000000,3903.00,0.52,0.54,-0.200,,4.74,,5.7998
Kepler-1410 b,Transit,0,,,,,4092.00,0.60,0.63,0.010,,4.67,4.070,
Kepler-1410 b,Transit,0,0.247000,,,0.000000,3903.00,0.52,0.54,-0.200,,4.74,,5.7998
Kepler-1410 b,Transit,0,,,,,4031.25,,,-0.034,,,,
Kepler-1410 b,Transit,0,,,,,4031.25,,,-0.034,,,,
Kepler-1410 b,Transit,0,0.250000,,,0.000000,4110.00,0.53,0.56,,,4.73,13.900,
Kepler-1410 b,Transit,0,0.247000,,,0.000000,3903.00,0.52,0.54,-0.200,,4.74,,5.7998
Kepler-1410 b,Transit,0,,,,,4031.25,,,-0.034,,,,
Kepler-1411 b,Transit,0,0.390000,,,0.000000,5924.00,0.88,1.07,,,4.58,,
Kepler-1411 b,Transit,0,,,,,5761.00,1.05,1.03,,0.041,4.41,,1.2468
Kepler-1411 b,Transit,0,,,,,5761.00,1.05,1.03,,0.041,4.41,,1.2468
Kepler-1411 b,Transit,0,,,,,5664.00,0.92,0.95,-0.040,,4.49,4.170,
Kepler-1411 b,Transit,0,0.399800,,,0.000000,6167.00,1.06,1.15,0.070,,4.44,,3.3461
Kepler-1411 b,Transit,0,,,,,5761.00,1.05,1.03,,0.041,4.41,,1.2468
Kepler-1411 b,Transit,0,0.399800,,,0.000000,6167.00,1.06,1.15,0.070,,4.44,,3.3461
Kepler-1411 b,Transit,0,0.400100,,,0.000000,6161.00,1.05,1.15,0.070,,4.45,,3.5377
Kepler-1411 b,Transit,0,0.399800,,,0.000000,6167.00,1.06,1.15,0.070,,4.44,,3.3461
Kepler-1411 b,Transit,0,,,,,6179.00,1.04,,,,,,
Kepler-1412 b,Transit,0,0.043900,,,0.000000,6042.00,0.90,0.86,-0.580,,4.47,,0.8274
Kepler-1412 b,Transit,0,0.043900,,,0.000000,6042.00,0.90,0.86,-0.580,,4.47,,0.8274
Kepler-1412 b,Transit,0,,,,,5880.00,1.27,1.06,0.040,,4.25,6.310,
Kepler-1412 b,Transit,0,0.043900,,,0.000000,6042.00,0.90,0.86,-0.580,,4.47,,0.8274
Kepler-1412 b,Transit,0,0.046100,,,0.000000,5799.00,1.38,1.00,0.000,,4.16,,0.9288
Kepler-1412 b,Transit,0,,,,,5778.06,1.55,1.04,-0.063,0.383,4.07,,0.3926
Kepler-1412 b,Transit,0,0.047000,,,0.000000,6092.00,1.00,1.05,,,4.46,1.600,
Kepler-1412 b,Transit,0,,,,,5778.06,1.55,1.04,-0.063,0.383,4.07,,0.3926
Kepler-1412 b,Transit,0,,,,,5759.00,1.53,,,,,,
Kepler-1413 b,Transit,0,0.106600,,,0.000000,5382.00,0.83,0.93,0.100,,4.57,,2.5455
Kepler-1413 b,Transit,0,,,,,5085.00,0.82,0.85,,-0.391,4.54,,2.1610
Kepler-1413 b,Transit,0,0.106600,,,0.000000,5382.00,0.83,0.93,0.100,,4.57,,2.2328
Kepler-1413 b,Transit,0,,,,,5085.00,0.82,0.85,,-0.391,4.54,,2.1610
Kepler-1413 b,Transit,0,0.106000,,,0.000000,5178.00,0.68,0.91,,,4.73,,
Kepler-1413 b,Transit,0,,,,,5196.00,0.80,0.84,-0.050,,4.57,4.680,
Kepler-1413 b,Transit,0,,,,,5380.00,0.81,,,,,,
Kepler-1413 b,Transit,0,0.106600,,,0.000000,5382.00,0.83,0.93,0.100,,4.57,,2.2328
Kepler-1413 b,Transit,0,0.106600,,,0.000000,5382.00,0.83,0.93,0.100,,4.57,,2.2328
Kepler-1414 b,Transit,0,0.044000,,,0.000000,4977.00,1.94,0.92,,,3.83,14.000,
Kepler-1414 b,Transit,0,0.042600,,,0.000000,5094.00,0.90,0.83,0.260,,4.45,,11.1280
Kepler-1414 b,Transit,0,,,,,4951.00,0.75,0.80,-0.020,,4.59,4.680,
Kepler-1414 b,Transit,0,0.042600,,,0.000000,5094.00,0.90,0.83,0.260,,4.45,,11.1280
Kepler-1414 b,Transit,0,,,,,4914.00,0.81,0.81,,-0.464,4.53,,2.1580
Kepler-1414 b,Transit,0,,,,,5080.00,0.80,,,,,,
Kepler-1414 b,Transit,0,0.042600,,,0.000000,5094.00,0.90,0.83,0.260,,4.45,,11.1280
Kepler-1414 b,Transit,0,0.042600,,,0.000000,5094.00,0.90,0.83,0.260,,4.45,,11.6912
Kepler-1414 b,Transit,0,,,,,4914.00,0.81,0.81,,-0.464,4.53,,2.1580
Kepler-1415 b,Transit,0,0.013000,,,0.000000,5174.00,0.76,0.78,,,4.57,9.200,
Kepler-1415 b,Transit,0,,,,,5100.00,0.91,0.86,,-0.297,4.45,,1.6097
Kepler-1415 b,Transit,0,,,,,5100.00,0.91,0.86,,-0.297,4.45,,1.6097
Kepler-1415 b,Transit,0,0.014400,,,0.000000,5343.00,0.89,0.99,0.440,,4.54,,4.2184
Kepler-1415 b,Transit,0,0.014400,,,0.000000,5343.00,0.89,0.99,0.440,,4.54,,4.2184
Kepler-1415 b,Transit,0,,,,,5267.00,0.84,0.89,0.120,,4.54,4.170,
Kepler-1415 b,Transit,0,0.014400,,,0.000000,5343.00,0.89,0.99,0.440,,4.54,,5.7726
Kepler-1415 b,Transit,0,,,,,5200.00,0.82,,,,,,
Kepler-1415 b,Transit,0,0.014400,,,0.000000,5343.00,0.89,0.99,0.440,,4.54,,4.2184
Kepler-1416 b,Transit,0,0.025700,,,0.000000,5635.00,1.45,1.01,0.140,,4.12,,0.0194
Kepler-1416 b,Transit,0,0.025000,,,0.000000,5692.00,1.16,0.90,,,4.26,12.200,
Kepler-1416 b,Transit,0,0.024800,,,0.000000,5710.00,1.17,0.91,-0.100,,4.26,,0.4439
Kepler-1416 b,Transit,0,,,,,5571.05,1.49,0.98,-0.180,0.284,4.08,,0.4189
Kepler-1416 b,Transit,0,,,,,5634.00,1.39,,,,,,
Kepler-1416 b,Transit,0,0.024800,,,0.000000,5710.00,1.17,0.91,-0.100,,4.26,,0.4439
Kepler-1416 b,Transit,0,,,,,6019.00,1.15,1.09,0.030,,4.35,2.950,
Kepler-1416 b,Transit,0,0.024800,,,0.000000,5710.00,1.17,0.91,-0.100,,4.26,,0.4439
Kepler-1417 b,Transit,0,,,,,5750.42,1.59,1.03,-0.307,0.395,4.05,,0.3634
Kepler-1417 b,Transit,0,0.143100,,,0.000000,5952.00,1.00,0.94,-0.240,,4.41,,0.2942
Kepler-1417 b,Transit,0,0.143100,,,0.000000,5952.00,1.00,0.94,-0.240,,4.41,,0.2942
Kepler-1417 b,Transit,0,,,,,5839.00,1.02,1.02,0.020,,4.43,4.070,
Kepler-1417 b,Transit,0,0.143100,,,0.000000,5952.00,1.00,0.94,-0.240,,4.41,,0.2942
Kepler-1417 b,Transit,0,0.146000,,,0.000000,5963.00,1.03,0.99,,,4.41,4.800,
Kepler-1417 b,Transit,0,,,,,5750.42,1.59,1.03,-0.307,0.395,4.05,,0.3634
Kepler-1417 b,Transit,0,,,,,5693.00,1.57,,,,,,
Kepler-1417 b,Transit,0,0.143100,,,0.000000,5952.00,1.00,0.94,-0.240,,4.41,,0.4431
Kepler-1418 b,Transit,0,0.138000,,,0.000000,4672.00,0.61,0.69,,,4.70,1.800,
Kepler-1418 b,Transit,0,0.131000,,,0.000000,4563.00,0.57,0.59,-0.700,,4.70,,4.7317
Kepler-1418 b,Transit,0,0.130900,,,0.000000,4560.00,0.57,0.59,-0.700,,4.70,,3.4855
Kepler-1418 b,Transit,0,,,,,4770.00,0.72,0.77,0.000,,4.61,3.630,
Kepler-1418 b,Transit,0,0.130900,,,0.000000,4560.00,0.57,0.59,-0.700,,4.70,,3.4855
Kepler-1418 b,Transit,0,0.130900,,,0.000000,4560.00,0.57,0.59,-0.700,,4.70,,3.4855
Kepler-1418 b,Transit,0,,,,,,,,,,,,
Kepler-1418 b,Transit,0,,,,,,,,,,,,
Kepler-1418 b,Transit,0,,,,,,,,,,,,
Kepler-1419 b,Transit,0,,,,,5796.00,1.01,1.01,0.040,,4.43,4.370,
Kepler-1419 b,Transit,0,,,,,5672.00,1.09,1.01,,0.042,4.37,,1.1079
Kepler-1419 b,Transit,0,,,,,5926.00,1.05,,,,,,
Kepler-1419 b,Transit,0,0.239100,,,0.000000,5911.00,0.91,1.01,-0.100,,4.52,,1.9421
Kepler-1419 b,Transit,0,0.239100,,,0.000000,5911.00,0.91,1.01,-0.100,,4.52,,1.3812
Kepler-1419 b,Transit,0,0.239100,,,0.000000,5911.00,0.91,1.01,-0.100,,4.52,,1.9421
Kepler-1419 b,Transit,0,,,,,5672.00,1.09,1.01,,0.042,4.37,,1.1079
Kepler-1419 b,Transit,0,0.239000,,,0.000000,5900.00,0.90,1.01,,,4.53,0.300,
Kepler-1419 b,Transit,0,,,,,5672.00,1.09,1.01,,0.042,4.37,,1.1079
Kepler-1419 b,Transit,0,0.239100,,,0.000000,5911.00,0.91,1.01,-0.100,,4.52,,1.9421
Kepler-142 b,Transit,0,,,,,5872.00,1.18,1.06,0.080,,4.32,5.500,
Kepler-142 b,Transit,0,,,,,5812.00,1.12,1.04,,0.107,4.36,,1.0609
Kepler-142 b,Transit,0,,,,,5759.00,1.12,,,,,,
Kepler-142 b,Transit,0,0.032000,,,,5790.00,1.27,,,,4.26,,
Kepler-142 b,Transit,0,,,,,5812.00,1.12,1.04,,0.107,4.36,,1.0609
Kepler-142 b,Transit,0,0.030600,,,0.000000,5726.00,1.24,0.93,-0.060,,4.22,,0.7708
Kepler-142 b,Transit,0,0.030600,,,0.000000,5726.00,1.24,0.93,-0.060,,4.22,,0.7708
Kepler-142 b,Transit,0,,,,,5812.00,1.12,1.04,,0.107,4.36,,1.0609
Kepler-142 b,Transit,0,0.030600,,,0.000000,5726.00,1.24,0.93,-0.060,,4.22,,0.7708
Kepler-142 b,Transit,0,0.031400,,,0.000000,5794.00,1.23,1.00,0.070,,4.26,,0.7289
Kepler-142 b,Transit,0,0.031000,,,0.000000,5744.00,1.14,0.99,,,4.32,8.200,
Kepler-142 c,Transit,0,,,,,5812.00,1.12,1.04,,0.107,4.36,,1.0609
Kepler-142 c,Transit,0,,,,,5872.00,1.18,1.06,0.080,,4.32,5.500,
Kepler-142 c,Transit,0,0.054200,,,0.000000,5726.00,1.24,0.93,-0.060,,4.22,,1.1777
Kepler-142 c,Transit,0,0.055500,,,0.000000,5794.00,1.23,1.00,0.070,,4.26,,0.9457
Kepler-142 c,Transit,0,0.054200,,,0.000000,5726.00,1.24,0.93,-0.060,,4.22,,1.1777
Kepler-142 c,Transit,0,,,,,5759.00,1.12,,,,,,
Kepler-142 c,Transit,0,,,,,5812.00,1.12,1.04,,0.107,4.36,,1.0609
Kepler-142 c,Transit,0,,,,,5812.00,1.12,1.04,,0.107,4.36,,1.0609
Kepler-142 c,Transit,0,0.054200,,,0.000000,5726.00,1.24,0.93,-0.060,,4.22,,1.1777
Kepler-142 c,Transit,0,0.057000,,,,5790.00,1.27,,,,4.26,,
Kepler-142 c,Transit,0,0.055000,,,0.000000,5744.00,1.14,0.99,,,4.32,8.200,
Kepler-142 d,Transit,0,0.236100,,,0.000000,5794.00,1.23,1.00,0.070,,4.26,,0.7722
Kepler-142 d,Transit,0,0.230500,,,0.000000,5726.00,1.24,0.93,-0.060,,4.22,,0.8169
Kepler-142 d,Transit,0,,,,,5872.00,1.18,1.06,0.080,,4.32,5.500,
Kepler-142 d,Transit,0,,,,,5812.00,1.12,1.04,,0.107,4.36,,1.0609
Kepler-142 d,Transit,0,,,,,5759.00,1.12,,,,,,
Kepler-142 d,Transit,0,,,,,5812.00,1.12,1.04,,0.107,4.36,,1.0609
Kepler-142 d,Transit,0,0.230500,,,0.000000,5726.00,1.24,0.93,-0.060,,4.22,,0.8169
Kepler-142 d,Transit,0,0.235000,,,0.000000,5744.00,1.14,0.99,,,4.32,8.200,
Kepler-142 d,Transit,0,,,,,5812.00,1.12,1.04,,0.107,4.36,,1.0609
Kepler-142 d,Transit,0,0.230500,,,0.000000,5726.00,1.24,0.93,-0.060,,4.22,,0.8169
Kepler-142 d,Transit,0,0.242000,,,,5790.00,1.27,,,,4.26,,
Kepler-1420 b,Transit,0,0.066900,,,0.000000,5280.00,0.79,0.89,0.040,,4.59,,2.8083
Kepler-1420 b,Transit,0,,,,,5365.00,0.89,0.93,,-0.232,4.51,,1.8840
Kepler-1420 b,Transit,0,0.066900,,,0.000000,5280.00,0.79,0.89,0.040,,4.59,,2.8083
Kepler-1420 b,Transit,0,0.065000,,,0.000000,5228.00,0.73,0.82,,,4.63,1.400,
Kepler-1420 b,Transit,0,,,,,5365.00,0.89,0.93,,-0.232,4.51,,1.8840
Kepler-1420 b,Transit,0,0.066900,,,0.000000,5280.00,0.79,0.89,0.040,,4.59,,2.8083
Kepler-1420 b,Transit,0,,,,,5187.00,0.79,0.82,-0.100,,4.57,4.900,
Kepler-1420 b,Transit,0,0.067100,,,0.000000,5296.00,0.80,0.90,0.070,,4.59,,2.6028
Kepler-1420 b,Transit,0,,,,,5288.00,0.92,,,,,,
Kepler-1421 b,Transit,0,0.074900,,,0.000000,6540.00,1.15,1.17,-0.180,,4.38,,0.5485
Kepler-1421 b,Transit,0,0.076200,,,0.000000,6296.00,1.44,1.23,0.070,,4.21,,0.5061
Kepler-1421 b,Transit,0,,,,,6190.00,1.69,,,,,,
Kepler-1421 b,Transit,0,,,,,6294.63,1.68,1.23,-0.039,0.599,4.08,,0.3680
Kepler-1421 b,Transit,0,0.074900,,,0.000000,6540.00,1.15,1.17,-0.180,,4.38,,0.5485
Kepler-1421 b,Transit,0,0.076000,,,0.000000,6528.00,1.20,1.21,,,4.37,0.950,
Kepler-1421 b,Transit,0,0.074900,,,0.000000,6540.00,1.15,1.17,-0.180,,4.38,,0.5485
Kepler-1421 b,Transit,0,,,,,6335.00,1.42,1.25,0.050,,4.23,2.750,
Kepler-1421 b,Transit,0,,,,,6294.63,1.68,1.23,-0.039,0.599,4.08,,0.3680
Kepler-1422 b,Transit,0,,,,,6194.00,1.23,1.15,0.000,,4.32,3.020,
Kepler-1422 b,Transit,0,,,,,6037.00,1.53,1.12,,0.447,4.12,,0.4410
Kepler-1422 b,Transit,0,,,,,6606.00,1.44,,,,,,
Kepler-1422 b,Transit,0,,,,,6037.00,1.53,1.12,,0.447,4.12,,0.4410
Kepler-1422 b,Transit,0,0.149900,,,0.000000,6572.00,1.24,1.30,0.070,,4.37,,0.5083
Kepler-1422 b,Transit,0,0.141000,,,0.000000,6378.00,0.78,1.09,,,4.69,,
Kepler-1422 b,Transit,0,0.150500,,,0.000000,6616.00,1.30,1.31,0.070,,4.33,,0.4384
Kepler-1422 b,Transit,0,0.150500,,,0.000000,6616.00,1.30,1.31,0.070,,4.33,,0.4384
Kepler-1422 b,Transit,0,0.150500,,,0.000000,6616.00,1.30,1.31,0.070,,4.33,,0.4384
Kepler-1423 b,Transit,0,0.158600,,,0.000000,5011.00,1.78,0.93,0.070,,3.90,,6.4907
Kepler-1423 b,Transit,0,,,,,,,,,,,,
Kepler-1423 b,Transit,0,,,,,,,,,,,,
Kepler-1423 b,Transit,0,0.158600,,,0.000000,5011.00,1.78,0.93,0.070,,3.90,,6.4907
Kepler-1423 b,Transit,0,0.158600,,,0.000000,5011.00,1.78,0.93,0.070,,3.90,,6.4907
Kepler-1423 b,Transit,0,,,,,4939.00,0.75,0.79,-0.020,,4.59,4.680,
Kepler-1423 b,Transit,0,0.158600,,,0.000000,5011.00,1.78,0.93,0.070,,3.90,,2.7229
Kepler-1423 b,Transit,0,0.158000,,,0.000000,4934.00,2.05,0.92,,,3.77,14.000,
Kepler-1424 b,Transit,0,0.178100,,,0.000000,5850.00,0.79,0.86,-0.520,,4.58,,1.1879
Kepler-1424 b,Transit,0,0.188000,,,0.000000,5905.00,0.90,1.00,,,4.53,0.500,
Kepler-1424 b,Transit,0,0.178100,,,0.000000,5850.00,0.79,0.86,-0.520,,4.58,,1.1879
Kepler-1424 b,Transit,0,,,,,5838.00,1.07,1.02,0.010,,4.39,5.250,
Kepler-1424 b,Transit,0,0.186100,,,0.000000,5812.00,1.12,0.98,0.000,,4.33,,0.0094
Kepler-1424 b,Transit,0,,,,,5916.04,,,0.058,,,,
Kepler-1424 b,Transit,0,,,,,5916.04,,,0.058,,,,
Kepler-1424 b,Transit,0,0.178100,,,0.000000,5850.00,0.79,0.86,-0.520,,4.58,,1.1879
Kepler-1425 b,Transit,0,,,,,5490.38,1.75,0.96,-0.130,0.398,3.94,,0.2539
Kepler-1425 b,Transit,0,0.103800,,,0.000000,5559.00,0.79,0.71,-0.640,,4.50,,0.2119
Kepler-1425 b,Transit,0,0.103800,,,0.000000,5559.00,0.79,0.71,-0.640,,4.50,,0.0937
Kepler-1425 b,Transit,0,0.103800,,,0.000000,5559.00,0.79,0.71,-0.640,,4.50,,0.0937
Kepler-1425 b,Transit,0,0.103800,,,0.000000,5559.00,0.79,0.71,-0.640,,4.50,,0.0937
Kepler-1425 b,Transit,0,,,,,5477.00,1.70,,,,,,
Kepler-1425 b,Transit,0,0.112000,,,0.000000,5642.00,0.93,0.89,,,4.45,8.100,
Kepler-1425 b,Transit,0,,,,,5490.38,1.75,0.96,-0.130,0.398,3.94,,0.2539
Kepler-1425 b,Transit,0,,,,,5718.00,0.95,0.97,-0.030,,4.47,4.070,
Kepler-1426 b,Transit,0,0.118700,,,0.000000,6131.00,1.02,1.09,-0.040,,4.46,,1.2153
Kepler-1426 b,Transit,0,0.118000,,,0.000000,6111.00,0.98,1.07,,,4.48,0.500,
Kepler-1426 b,Transit,0,0.118700,,,0.000000,6131.00,1.02,1.09,-0.040,,4.46,,1.2153
Kepler-1426 b,Transit,0,0.118700,,,0.000000,6131.00,1.02,1.09,-0.040,,4.46,,1.2153
Kepler-1426 b,Transit,0,,,,,5831.00,1.02,1.02,0.030,,4.43,4.070,
Kepler-1426 b,Transit,0,,,,,,,,,,,,
Kepler-1426 b,Transit,0,,,,,,,,,,,,
Kepler-1426 b,Transit,0,0.118700,,,0.000000,6140.00,1.03,1.09,-0.040,,4.46,,0.1230
Kepler-1427 b,Transit,0,,,,,5535.81,,,0.113,,,,
Kepler-1427 b,Transit,0,,,,,5793.00,1.01,1.01,0.060,,4.44,4.070,
Kepler-1427 b,Transit,0,,,,,5535.81,,,0.113,,,,
Kepler-1427 b,Transit,0,0.019600,,,0.000000,5853.00,1.01,1.07,0.180,,4.46,,1.6943
Kepler-1427 b,Transit,0,0.020000,,,0.000000,5617.00,0.99,1.05,,,4.47,,
Kepler-1427 b,Transit,0,0.019600,,,0.000000,5853.00,1.01,1.07,0.180,,4.46,,1.6943
Kepler-1427 b,Transit,0,0.019700,,,0.000000,5866.00,1.00,1.08,0.180,,4.47,,2.4494
Kepler-1427 b,Transit,0,0.019600,,,0.000000,5853.00,1.01,1.07,0.180,,4.46,,1.6943
Kepler-1428 b,Transit,0,,,,,6276.70,2.51,1.23,0.078,0.944,3.73,,0.1101
Kepler-1428 b,Transit,0,0.105900,,,0.000000,6460.00,1.43,1.39,0.400,,4.27,,0.7440
Kepler-1428 b,Transit,0,,,,,6184.00,1.36,1.28,0.350,,4.28,2.040,
Kepler-1428 b,Transit,0,,,,,6276.70,2.51,1.23,0.078,0.944,3.73,,0.1101
Kepler-1428 b,Transit,0,,,,,6285.00,2.56,,,,,,
Kepler-1428 b,Transit,0,,,,,6276.70,2.51,1.23,0.078,0.944,3.73,,0.1101
Kepler-1428 b,Transit,0,0.099500,,,0.000000,6409.00,1.62,1.15,-0.220,,4.08,,0.9383
Kepler-1428 b,Transit,0,0.099500,,,0.000000,6409.00,1.62,1.15,-0.220,,4.08,,0.9383
Kepler-1428 b,Transit,0,0.099500,,,0.000000,6409.00,1.62,1.15,-0.220,,4.08,,0.9383
Kepler-1428 b,Transit,0,0.095000,,,0.000000,5952.00,1.05,1.01,,,4.41,,
Kepler-1429 b,Transit,0,0.054900,,,0.000000,6210.00,1.03,1.09,-0.100,,4.45,,2.1987
Kepler-1429 b,Transit,0,,,,,5894.00,1.12,1.07,,0.138,4.37,,1.0620
Kepler-1429 b,Transit,0,0.055000,,,0.000000,6200.00,1.03,1.10,,,4.45,0.900,
Kepler-1429 b,Transit,0,,,,,5902.00,1.07,1.05,0.040,,4.40,4.170,
Kepler-1429 b,Transit,0,,,,,6220.00,1.11,,,,,,
Kepler-1429 b,Transit,0,0.055000,,,0.000000,6217.00,1.05,1.10,-0.080,,4.44,,1.6377
Kepler-1429 b,Transit,0,,,,,5894.00,1.12,1.07,,0.138,4.37,,1.0620
Kepler-1429 b,Transit,0,0.054900,,,0.000000,6210.00,1.03,1.09,-0.100,,4.45,,2.1987
Kepler-1429 b,Transit,0,0.054900,,,0.000000,6210.00,1.03,1.09,-0.100,,4.45,,2.1987
Kepler-143 b,Transit,0,,,,,5913.00,1.22,1.06,0.030,,4.29,5.620,
Kepler-143 b,Transit,0,,,,,5836.51,1.37,1.05,-0.073,0.294,4.19,,0.5750
Kepler-143 b,Transit,0,0.125000,,,0.000000,6002.00,1.06,1.01,,,4.39,4.800,
Kepler-143 b,Transit,0,0.123900,,,0.000000,6010.00,1.04,0.99,-0.160,,4.40,,89.8727
Kepler-143 b,Transit,0,0.127000,,,,5848.00,1.36,,,,4.20,,
Kepler-143 b,Transit,0,0.124100,,,0.000000,5857.00,1.30,0.99,-0.040,,4.20,,1.8486
Kepler-143 b,Transit,0,,,,,5802.00,1.34,,,,,,
Kepler-143 b,Transit,0,0.123900,,,0.000000,6010.00,1.04,0.99,-0.160,,4.40,,89.8727
Kepler-143 b,Transit,0,0.123900,,,0.000000,6010.00,1.04,0.99,-0.160,,4.40,,89.8727
Kepler-143 c,Transit,0,,,,,5836.51,1.37,1.05,-0.073,0.294,4.19,,0.5750
Kepler-143 c,Transit,0,0.175900,,,0.000000,6010.00,1.04,0.99,-0.160,,4.40,,0.5920
Kepler-143 c,Transit,0,0.176200,,,0.000000,5857.00,1.30,0.99,-0.040,,4.20,,0.1740
Kepler-143 c,Transit,0,0.181000,,,,5848.00,1.36,,,,4.20,,
Kepler-143 c,Transit,0,0.175900,,,0.000000,6010.00,1.04,0.99,-0.160,,4.40,,0.5920
Kepler-143 c,Transit,0,,,,,5836.51,1.37,1.05,-0.073,0.294,4.19,,0.5750
Kepler-143 c,Transit,0,,,,,5913.00,1.22,1.06,0.030,,4.29,5.620,
Kepler-143 c,Transit,0,0.175900,,,0.000000,6010.00,1.04,0.99,-0.160,,4.40,,0.5920
Kepler-143 c,Transit,0,,,,,5802.00,1.34,,,,,,
Kepler-143 c,Transit,0,0.177000,,,0.000000,6002.00,1.06,1.01,,,4.39,4.800,
Kepler-1430 b,Transit,0,0.030400,,,0.000000,4811.00,0.63,0.62,-0.580,,4.63,,2.6360
Kepler-1430 b,Transit,0,0.030400,,,0.000000,4811.00,0.63,0.62,-0.580,,4.63,,2.6360
Kepler-1430 b,Transit,0,0.030400,,,0.000000,4811.00,0.63,0.62,-0.580,,4.63,,3.3716
Kepler-1430 b,Transit,0,0.030400,,,0.000000,4811.00,0.63,0.62,-0.580,,4.63,,2.6360
Kepler-1430 b,Transit,0,,,,,,,,,,,,
Kepler-1430 b,Transit,0,,,,,,,,,,,,
Kepler-1430 b,Transit,0,0.034000,,,0.000000,4647.00,0.91,0.84,,,4.44,,
