rowid,plntname,centralwavelng,bandwidth,especlipdep,especlipdeperr1,especlipdeperr2,especlipdeplim,espbritemp,espbritemperr1,espbritemperr2,espbritemplim,plntreflink,facility,instrument
372,WASP-43 b,,,0.194000,0.029000,-0.029000,0,1850,,,0,<a refstr=WANG_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...770...70W/abstract target=ref>Wang et al. 2013</a>,3.58m Canada-France-Hawaii Telescope (CFHT) at Mauna Kea Observatory,WIRCam
373,WASP-43 b,2.1440,0.3240,0.181000,0.027000,-0.027000,0,1743,67,-67,0,<a refstr=ZHOU_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.445.2746Z/abstract target=ref>Zhou et al. 2014</a>,Australian National University (ANU) 3.9m Anglo-Australian Telescope (AAT) at Siding Spring Observatory (SSO),IRIS2
374,WASP-46 b,2.1590,0.2620,0.260000,0.050000,-0.030000,0,2200,100,-100,0,<a refstr=ZHOU_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015MNRAS.454.3002Z/abstract target=ref>Zhou et al. 2015</a>,Anglo Austrailian Telescope,IRIS2
375,WASP-4 b,2.2000,,0.185000,0.014000,-0.013000,0,1995,40,-40,0,<a refstr=C_AACUTE_CERES_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A&A...530A...5C/abstract target=ref>C&aacute;ceres et al. 2011</a>,European Southern Observatory (ESO) 8.2m Very Large Telescope (VLT) Melipal (UT3) at Paranal Observatory,ISAAC
376,WASP-4 b,3.6000,,0.319000,0.031000,-0.031000,0,1832,71,-71,0,<a refstr=BEERER_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...727...23B/abstract target=ref>Beerer et al. 2011</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
377,WASP-4 b,4.5000,,0.343000,0.027000,-0.027000,0,1632,56,-56,0,<a refstr=BEERER_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...727...23B/abstract target=ref>Beerer et al. 2011</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
378,WASP-4 b,2.1590,0.2620,0.160000,0.040000,-0.040000,0,,,,,<a refstr=ZHOU_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015MNRAS.454.3002Z/abstract target=ref>Zhou et al. 2015</a>,Anglo Austrailian Telescope,IRIS2
379,WASP-5 b,1.2200,0.2130,0.168000,0.050000,-0.052000,0,2996,212,-261,0,<a refstr=CHEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A%26A...563A..40C/abstract target=ref> Chen et al. 2014</a>,European Southern Observatory (ESO)/Max Planck Gesellschaft (MPG) 2.2m Telescope at La Silla Observatory,GROND
380,WASP-5 b,2.1900,0.3900,0.269000,0.062000,-0.062000,0,2890,246,-269,0,<a refstr=CHEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A%26A...563A..40C/abstract target=ref> Chen et al. 2014</a>,European Southern Observatory (ESO)/Max Planck Gesellschaft (MPG) 2.2m Telescope at La Silla Observatory,GROND
381,WASP-5 b,3.6000,,0.197000,0.028000,-0.028000,0,,,,,<a refstr=BASKIN_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...773..124B/abstract target=ref>Baskin et al. 2013</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
382,WASP-5 b,4.5000,,0.237000,0.024000,-0.024000,0,,,,,<a refstr=BASKIN_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...773..124B/abstract target=ref>Baskin et al. 2013</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
383,WASP-5 b,2.1590,0.2620,0.200000,0.020000,-0.020000,0,,,,,<a refstr=ZHOU_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015MNRAS.454.3002Z/abstract target=ref>Zhou et al. 2015</a>,Anglo Austrailian Telescope,IRIS2
384,WASP-67 b,3.6000,,0.022000,0.013000,-0.013000,0,1046,,,0,<a refstr=KAMMER_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...810..118K/abstract target=ref>Kammer et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
385,WASP-67 b,4.5000,,0.080000,0.018000,-0.018000,0,1015,67,-74,0,<a refstr=KAMMER_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...810..118K/abstract target=ref>Kammer et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
386,WASP-6 b,3.6000,,0.094000,0.019000,-0.019000,0,1235,70,-77,0,<a refstr=KAMMER_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...810..118K/abstract target=ref>Kammer et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
387,WASP-6 b,4.5000,,0.115000,0.022000,-0.022000,0,1118,68,-74,0,<a refstr=KAMMER_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...810..118K/abstract target=ref>Kammer et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
388,WASP-8 b,3.6000,,0.113000,0.018000,-0.018000,0,1552,,,0,<a refstr=CUBILLOS_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...768...42C/abstract target=ref>Cubillos et al. 2013</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
389,WASP-8 b,4.5000,,0.069200,0.006800,-0.006800,0,1131,,,0,<a refstr=CUBILLOS_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...768...42C/abstract target=ref>Cubillos et al. 2013</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
390,WASP-8 b,8.0000,,0.093000,0.023000,-0.023000,0,938,,,0,<a refstr=CUBILLOS_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...768...42C/abstract target=ref>Cubillos et al. 2013</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
391,XO-1 b,3.6000,,0.086000,0.007000,-0.007000,0,,,,,<a refstr=MACHALEK_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...684.1427M/abstract target=ref>Machalek et al. 2008</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
392,XO-1 b,4.5000,,0.122000,0.009000,-0.009000,0,,,,,<a refstr=MACHALEK_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...684.1427M/abstract target=ref>Machalek et al. 2008</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
393,XO-1 b,5.8000,,0.261000,0.031000,-0.031000,0,,,,,<a refstr=MACHALEK_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...684.1427M/abstract target=ref>Machalek et al. 2008</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
394,XO-1 b,8.0000,,0.210000,0.029000,-0.029000,0,,,,,<a refstr=MACHALEK_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...684.1427M/abstract target=ref>Machalek et al. 2008</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
395,XO-2 N b,3.6000,,0.081000,0.017000,-0.017000,0,,,,,<a refstr=MACHALEK_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...701..514M/abstract target=ref>Machalek et al. 2009</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
396,XO-2 N b,4.5000,,0.098000,0.020000,-0.020000,0,,,,,<a refstr=MACHALEK_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...701..514M/abstract target=ref>Machalek et al. 2009</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
397,XO-2 N b,5.8000,,0.167000,0.036000,-0.036000,0,,,,,<a refstr=MACHALEK_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...701..514M/abstract target=ref>Machalek et al. 2009</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
398,XO-2 N b,8.0000,,0.133000,0.049000,-0.049000,0,,,,,<a refstr=MACHALEK_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...701..514M/abstract target=ref>Machalek et al. 2009</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
399,XO-3 b,3.6000,,0.101000,0.004000,-0.004000,0,,,,,<a refstr=MACHALEK_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...711..111M/abstract target=ref>Machalek et al. 2010</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
400,XO-3 b,4.5000,,0.143000,0.006000,-0.006000,0,,,,,<a refstr=MACHALEK_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...711..111M/abstract target=ref>Machalek et al. 2010</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
401,XO-3 b,5.8000,,0.134000,0.049000,-0.049000,0,,,,,<a refstr=MACHALEK_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...711..111M/abstract target=ref>Machalek et al. 2010</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
402,XO-3 b,8.0000,,0.150000,0.036000,-0.036000,0,,,,,<a refstr=MACHALEK_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...711..111M/abstract target=ref>Machalek et al. 2010</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
403,XO-4 b,3.6000,,0.056000,0.012000,-0.006000,0,1522,92,-92,0,<a refstr=TODOROV_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...746..111T/abstract target=ref> Todorov et al. 2012 </a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
404,XO-4 b,4.5000,,0.135000,0.010000,-0.007000,0,1961,65,-65,0,<a refstr=TODOROV_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...746..111T/abstract target=ref> Todorov et al. 2012 </a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
405,WASP-103 b,1.0806,,0.130340,0.023100,-0.023600,0,,,,,<a refstr=CARTIER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153...34C/abstract target=ref>Cartier et al. 2017</a>,Hubble Space Telescope satellite,Wide Field Camera 3
406,WASP-103 b,1.1131,,0.132250,0.017600,-0.017300,0,,,,,<a refstr=CARTIER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153...34C/abstract target=ref>Cartier et al. 2017</a>,Hubble Space Telescope satellite,Wide Field Camera 3
407,WASP-103 b,1.1410,,0.126180,0.016300,-0.016200,0,,,,,<a refstr=CARTIER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153...34C/abstract target=ref>Cartier et al. 2017</a>,Hubble Space Telescope satellite,Wide Field Camera 3
